id,title,rating,date,body,sentiment,category,satisfied,text
72,Un retard important et pas d'information,1,2024-01-12 00:00:00+00:00,"Montre commandée le 13 janvier, livrable, au plus tard, le 30 janvier.
Remise au transporteur le 16 janvier.
Depuis, plus une nouvelle.
Le service de relation avec la clientèle n'a que des réponses dilatoires.
Il faut ...attendre.
Je ne rachèterai rien chez Aliexpress, et je recommanderai à mon entourage d'éviter cette plateforme.",Negative,Customer Service,0,"Un retard important et pas d'information Montre commandée le 13 janvier, livrable, au plus tard, le 30 janvier.
Remise au transporteur le 16 janvier.
Depuis, plus une nouvelle.
Le service de relation avec la clientèle n'a que des réponses dilatoires.
Il faut ...attendre.
Je ne rachèterai rien chez Aliexpress, et je recommanderai à mon entourage d'éviter cette plateforme."
73,Trés Professionel,5,2023-12-05 00:00:00+00:00,"Trés Professionel, produit de bonne qualité",Neutral,Marketplace,1,"Trés Professionel Trés Professionel, produit de bonne qualité"
74,Très professionnel,5,2023-03-08 00:00:00+00:00,Tout a été parfait du début à la fin. Très professionnel.,Neutral,Uncategorized,1,Très professionnel Tout a été parfait du début à la fin. Très professionnel.
75,Delai de livraison tres bon,3,2022-11-08 00:00:00+00:00,"Delai de livraison tres bon

Qualité des pieces très bonnes , mais il manque des sacs avec pieces dans le colis",Neutral,Shipping,0,"Delai de livraison tres bon Delai de livraison tres bon

Qualité des pieces très bonnes , mais il manque des sacs avec pieces dans le colis"
76,Avec Alibaba c'est magique,5,,"Avec Alibaba c'est magique et je le crois sincèrement.
Peut être qu'il faut améliorer la communication et le multilinguisme, Anglais, Français, arabe et russe.
Pour les chinois le problème ne se pose pas hhh.",Negative,Customer Service,1,"Avec Alibaba c'est magique Avec Alibaba c'est magique et je le crois sincèrement.
Peut être qu'il faut améliorer la communication et le multilinguisme, Anglais, Français, arabe et russe.
Pour les chinois le problème ne se pose pas hhh."
77,j'ai commandé une paire de Baskets…,1,2023-02-14 00:00:00+00:00,j'ai commandé une paire de Baskets Columbia j'ai été débité immédiatement et j'ai reçu 14 jours apres un petit paquet contenant une bague soit disant Rodier en toc que je n'ai pas demandé. je n'arrete pas de demandé le remboursement . de plus tout est en Anglais  .je pense qu ils portent bien leur nom,Negative,Customer Service,0,j'ai commandé une paire de Baskets… j'ai commandé une paire de Baskets Columbia j'ai été débité immédiatement et j'ai reçu 14 jours apres un petit paquet contenant une bague soit disant Rodier en toc que je n'ai pas demandé. je n'arrete pas de demandé le remboursement . de plus tout est en Anglais  .je pense qu ils portent bien leur nom
78,"J’ai passé une commande 1200€,j’ai pas…",1,2023-12-29 00:00:00+00:00,"J’ai passé une commande 1200€,j’ai pas reçu ma commande et fournisseur ne veut pas ma rembourser.l’équipe Ali baba ne bouge pas.
Le fournisseur :Anhui kebang Electrical Technology Co,Ltd",Negative,Customer Service,0,"J’ai passé une commande 1200€,j’ai pas… J’ai passé une commande 1200€,j’ai pas reçu ma commande et fournisseur ne veut pas ma rembourser.l’équipe Ali baba ne bouge pas.
Le fournisseur :Anhui kebang Electrical Technology Co,Ltd"
79,Livraison et service client nullissime,1,2022-10-25 00:00:00+00:00,"Très déçu, ma commande de 350€ a été livrée à une mauvaise adresse, la société de livraison le confirme. Après plusieurs litiges, le site estime que c'est de ma faute si le livreur s'est trompé de numéro, de rue et de ville. Ils ont eu même le culot de me demander de faire du porte à porte pour retrouver le colis sans savoir dans quelle ville le colis a atterri. Simplement scandaleux",Negative,Customer Service,0,"Livraison et service client nullissime Très déçu, ma commande de 350€ a été livrée à une mauvaise adresse, la société de livraison le confirme. Après plusieurs litiges, le site estime que c'est de ma faute si le livreur s'est trompé de numéro, de rue et de ville. Ils ont eu même le culot de me demander de faire du porte à porte pour retrouver le colis sans savoir dans quelle ville le colis a atterri. Simplement scandaleux"
80,Service et produits défectueux,1,2023-04-07 00:00:00+00:00,"J'ai fait 2 tentatives avec Alibaba :
. 42 jours pour récupérer mes commandes, avec difficulté, la 1ère fois
. des produits (cartes SD) défectueux la seconde fois
J'ai depuis renoncé à Alibaba",Negative,Customer Service,0,"Service et produits défectueux J'ai fait 2 tentatives avec Alibaba :
. 42 jours pour récupérer mes commandes, avec difficulté, la 1ère fois
. des produits (cartes SD) défectueux la seconde fois
J'ai depuis renoncé à Alibaba"
81,je recommande Alibaba pour sécuriser la relation client,5,,"Service de paiement paypal sécuriser, assurance ok ‎S’il y a un problème avec votre commande, demandez un remboursement dans les 30 jours suivant la livraison du produit.‎",Negative,Customer Service,1,"je recommande Alibaba pour sécuriser la relation client Service de paiement paypal sécuriser, assurance ok ‎S’il y a un problème avec votre commande, demandez un remboursement dans les 30 jours suivant la livraison du produit.‎"
82,Juste malhonnêtes...,1,2023-01-19 23:00:00+00:00,"Juste malhonnêtes...
J'achète un abonnement d'un an, qui ne fonctionne plus au bout de deux mois. Le vendeur ne répond pas, et quand je contacte Alibaba ils ""sont désolés"" mais ne peuvent rien faire car le délai de 30 jours après livraison est passé. Ca ne les dérange donc pas d'héberger des voleurs.",Negative,Customer Service,0,"Juste malhonnêtes... Juste malhonnêtes...
J'achète un abonnement d'un an, qui ne fonctionne plus au bout de deux mois. Le vendeur ne répond pas, et quand je contacte Alibaba ils ""sont désolés"" mais ne peuvent rien faire car le délai de 30 jours après livraison est passé. Ca ne les dérange donc pas d'héberger des voleurs."
83,I am satisfied,5,2024-03-06 00:00:00+00:00,I am satisfied ,Neutral,Uncategorized,1,I am satisfied I am satisfied 
84,Suite a une commande chez aliexpress…,1,2022-11-02 00:00:00+00:00,"Suite a une commande chez aliexpress début novembre 2022, voici bientôt 6 mois que je suis en communication avec eux; le colis ayant été livré d’après eux. Après avoir reconnu le problème ils m'ont demandé de patienter, a chacune de mes relances ils me demande de leur réexpliquer le problème et m'annonce faire le nécessaire!!!! ARNAQUE / VOL",Negative,Customer Service,0,"Suite a une commande chez aliexpress… Suite a une commande chez aliexpress début novembre 2022, voici bientôt 6 mois que je suis en communication avec eux; le colis ayant été livré d’après eux. Après avoir reconnu le problème ils m'ont demandé de patienter, a chacune de mes relances ils me demande de leur réexpliquer le problème et m'annonce faire le nécessaire!!!! ARNAQUE / VOL"
85,"J'ai commandé un article ,recu dans un…",1,2023-06-17 00:00:00+00:00,"J'ai commandé un article ,recu dans un etat pitoyable, pas fonctionnel ,le vendeur m'a dit qu'il m'en réexpédiait un autre donc je n'ai pas commencée un litige et comme le colis n'arrivait pas j'ai compris l'arnaque et il était trop tard pour entreprendre un litige ou un remboursement, j'ai donc dépensée 242 euros pour rien !!! Ils m'ont fait patienté un mois et au bout de ce délais, m'ont bloqué la messagerie !! Ce sont des voleurs !!",Negative,Customer Service,0,"J'ai commandé un article ,recu dans un… J'ai commandé un article ,recu dans un etat pitoyable, pas fonctionnel ,le vendeur m'a dit qu'il m'en réexpédiait un autre donc je n'ai pas commencée un litige et comme le colis n'arrivait pas j'ai compris l'arnaque et il était trop tard pour entreprendre un litige ou un remboursement, j'ai donc dépensée 242 euros pour rien !!! Ils m'ont fait patienté un mois et au bout de ce délais, m'ont bloqué la messagerie !! Ce sont des voleurs !!"
86,fournisseur exceptionnel Qingdao Noblest Hair Products,5,,"fournisseur exceptionnel, très à l'écoute et très professionnel, je suis très satis faite, je recommande vivement Qingdao Noblest Hair Products sur ALIBABA.",Negative,Customer Service,1,"fournisseur exceptionnel Qingdao Noblest Hair Products fournisseur exceptionnel, très à l'écoute et très professionnel, je suis très satis faite, je recommande vivement Qingdao Noblest Hair Products sur ALIBABA."
87,Vendeur au top,5,2023-12-07 00:00:00+00:00,"Vendeur au top, professionnel et marchandise impeccable.",Neutral,Uncategorized,1,"Vendeur au top Vendeur au top, professionnel et marchandise impeccable."
88,Excellente gestion de sinistre.,4,2022-08-13 00:00:00+00:00,"J'ai commandé un produit qui est arrivé plus vite que prévu... à 850 km de chez moi.
La Faute à UPS, ou à l'expéditeur , car confusion de n° de suivi?
J'ai fait réclamation avant hier sur Alibaba.com. 
Hier j'avais des mails m'indiquant les remboursements à venir (HT + TVA) ... 
Et ce matin ma banque est créditée des 2 montants!.  Il me reste à repasser commande du même produit. 
(Dito précédente commande qui fonctionne très bien ) 

Alibaba sait assumer les bugs relatifs à cette chaîne commerciale,... et vous répond. (ce qui ne fut pas le cas d'Ama.... lorsque j'ai été piraté pour plus de 450 $ il y a 2 ans...) 
Comme 98% des produits sont aujourd’hui fabriqués en Chine, mieux vaut privilégier une chaîne commerciale chinoise, en attendant l'ouverture de la Route de la soie.
Je recommande",Neutral,Electronics,1,"Excellente gestion de sinistre. J'ai commandé un produit qui est arrivé plus vite que prévu... à 850 km de chez moi.
La Faute à UPS, ou à l'expéditeur , car confusion de n° de suivi?
J'ai fait réclamation avant hier sur Alibaba.com. 
Hier j'avais des mails m'indiquant les remboursements à venir (HT + TVA) ... 
Et ce matin ma banque est créditée des 2 montants!.  Il me reste à repasser commande du même produit. 
(Dito précédente commande qui fonctionne très bien ) 

Alibaba sait assumer les bugs relatifs à cette chaîne commerciale,... et vous répond. (ce qui ne fut pas le cas d'Ama.... lorsque j'ai été piraté pour plus de 450 $ il y a 2 ans...) 
Comme 98% des produits sont aujourd’hui fabriqués en Chine, mieux vaut privilégier une chaîne commerciale chinoise, en attendant l'ouverture de la Route de la soie.
Je recommande"
89,Problème avec une commande,1,2023-04-19 00:00:00+00:00,"Problème avec une commande dont j'ai demandé le remboursement. Le vendeur me propose 0.19euros sur les 40 euros que j'avais payés et me dit qu'il ne comprend pas pourquoi la robe ne me convient pas car les photos que je lui ai envoyées correspondent au produit. Problème: j'ai commandé des ceintures et n'ai envoyé aucune photo????
Le site n'est pas du tout clair et la communication avec les vendeurs très compliquée, je ne commanderai plus chez eux",Negative,Textile,0,"Problème avec une commande Problème avec une commande dont j'ai demandé le remboursement. Le vendeur me propose 0.19euros sur les 40 euros que j'avais payés et me dit qu'il ne comprend pas pourquoi la robe ne me convient pas car les photos que je lui ai envoyées correspondent au produit. Problème: j'ai commandé des ceintures et n'ai envoyé aucune photo????
Le site n'est pas du tout clair et la communication avec les vendeurs très compliquée, je ne commanderai plus chez eux"
