title,rating,date,body,sentiment,category,month_year,satisfied
Disque dur ,5,2024-06-20,Totalement satisfait de l'article ,Positive,Marketplace,2024-06,1
Rien à dire site fiable,5,2024-06-20,Rien à dire site fiable ,Positive,Marketplace,2024-06,1
efficacité sérieux et rapidité,5,2024-06-21,efficacité sérieux et rapidité,Positive,Uncategorized,2024-06,1
Facilité,5,2024-06-28,"Facilité, rapidité, confiance...",Positive,Uncategorized,2024-06,1
Top rien à dire!,5,2024-06-28,Top rien à dire!,Positive,Uncategorized,2024-06,1
Site efficace et sérieux ,5,2024-06-18,Efficacité et rapidité. Merci ,Positive,Uncategorized,2024-06,1
Transaction parfaite.,5,2024-06-28,Transaction parfaite. ,Positive,Uncategorized,2024-06,1
qualité et rapidité,5,2024-06-20,qualité et rapidité,Positive,Uncategorized,2024-06,1
Entreprise normale,5,2024-06-28,Entreprise normale,Positive,Uncategorized,2024-06,1
J'ai rien à dire,5,2024-06-19,J'ai rien à dire ,Positive,Uncategorized,2024-06,1
Bien organisé,5,2024-06-21,Bien organisé ,Positive,Uncategorized,2024-06,1
Très bien ras,5,2024-06-24,Très bien ras,Positive,Uncategorized,2024-06,1
Excellente entreprise,5,2024-06-27,Excellente entreprise ,Positive,Uncategorized,2024-06,1
B0n choix de livres neufs ou occasion,5,2024-06-27,B0n choix de livres neufs ou occasion. Toujours livré en temps désigné. ,Positive,Shipping,2024-06,1
Très bien,5,2024-06-27,Très bien vendeur produit. ,Positive,Marketplace,2024-06,1
Excellente transaction,5,2024-06-27,Excellente transaction,Positive,Uncategorized,2024-06,1
Livraison rapide et en bon état,5,2024-06-27,Livraison rapide et en bon état. Bonne affaire. Téléphone tout neuf au prix de l'occasion. Merci ,Positive,Electronics,2024-06,1
Pas encore reçu.,1,2024-06-27,Pas encore reçu. ,Neutral,Uncategorized,2024-06,0
Disponibilité et efficacité !,5,2024-06-27,Disponibilité et efficacité !,Positive,Uncategorized,2024-06,1
Ras tout va bien,4,2024-06-27,Ras tout va bien ,Positive,Uncategorized,2024-06,1
Livre pour aider a apprendre l anglais ,5,2024-06-27,"Je pensais avoir commander le livre apprendre l anglais pour les nuls ,mais c est le lexique qui pourra s associer avec apprendre l anglais pour les nuls ",Positive,Customer Service,2024-06,1
Parfait merci,5,2024-06-27,Parfait merci,Positive,Uncategorized,2024-06,1
Au top,5,2024-06-17,"Site au top, quand on recherche un article de dernière minute c'est vraiment bien surtout rapport qualité prix.
Transaction au top, ouvrage conforme à la description.
Respect des délais de livraison annoncé et vendeur sérieux avec lequel on peut communiquer facilement.
Un site que je recommande
",Positive,Customer Service,2024-06,1
Très bien emballé rien à dire  sérieux,5,2024-06-27,"

Très bien emballé rien à dire  sérieux ",Positive,Uncategorized,2024-06,1
Mon avis,5,2024-06-27,Client depuis plus de vingt ans  très satisfait jamais de soucis que des bonnes affaires .j'adore ,Positive,Uncategorized,2024-06,1
parfait,5,2024-06-01,"parfait
très contente",Positive,Uncategorized,2024-06,1
Top livraison rapide,5,2024-06-27,Top livraison rapide,Positive,Shipping,2024-06,1
Un bon rapport qualité prix,5,2024-06-27,"Un bon rapport qualité prix. Les articles sont conformes aux descriptions. Bonne communication Avec le vendeur. Envoie rapide, propre et soigné.",Positive,Shipping,2024-06,1
conforme au descriptif,5,2024-06-27,"conforme au descriptif, bien emballé, envoie rapide",Positive,Shipping,2024-06,1
J'ai trouvé rapidement et facilement ce…,5,2024-06-27,J'ai trouvé rapidement et facilement ce que je cherchais ,Positive,Uncategorized,2024-06,1
Prix abordable,5,2024-06-27,"Prix abordable,  livraison rapide et efficace .",Positive,Shipping,2024-06,1
Satisfait de ma première commande chez…,5,2024-06-27,Satisfait de ma première commande chez Rakuten ,Positive,Customer Service,2024-06,1
Bien livré au devant moi à 1er étage et…,5,2024-06-27,Bien livré au devant moi à 1er étage et rapidement ,Positive,Shipping,2024-06,1
Facilité de lien avec le site,5,2024-06-27,Facilité de lien avec le site,Positive,Marketplace,2024-06,1
Première expérience très concluante. ,5,2024-06-27,"Première expérience pour ma part. Rien à redire. Produit conforme, vendeur sérieux et rapide. Envoi en Belgique. ",Positive,Shipping,2024-06,1
Pixel 7 pro vs 8 pro,5,2024-06-27,"Nombreux produits récents, de la génération précédente, à prix intéressant. Il y a toujours l'ambiguïté simple sim double sim pour les versions américaines. En fait, celà peut être 1 sim physique, plus une esim. À vérifier. ",Positive,Marketplace,2024-06,1
Très satisfait de ma dernière commande,5,2024-06-27,"Très satisfait de ma dernière commande, livrée rapidement, en très bon état. Je recommande volontiers",Positive,Customer Service,2024-06,1
Commande aisée,5,2024-06-27,"Commande aisée, choix varié et sécurité rassurante.",Positive,Customer Service,2024-06,1
Commande bien reçu,5,2024-06-27,"Commande bien reçu, un peu long pour la livraison ",Positive,Customer Service,2024-06,1
Bien rapide ,4,2024-06-27,"Bien rapide , tout est conforme je recommande ",Positive,Customer Service,2024-06,1
Colis reçu,5,2024-06-27,Colis reçu. Suivi ok. Merci ,Positive,Shipping,2024-06,1
Tout s'est très bien passé,5,2024-06-18,"Tout s'est très bien passé, comme d'habitude.",Positive,Uncategorized,2024-06,1
Parfait,5,2024-06-26,"Parfait, validation du vendeur et expédition ",Positive,Shipping,2024-06,1
La commande n'a été envoyée qu'après…,2,2024-06-18,"La commande n'a été envoyée qu'après une relance. 
Cependant, la communication a été satisfaisante et l'objet est arrivé en bon état. ",Neutral,Customer Service,2024-06,0
Première expérience catastrophique,1,2024-06-28,Première expérience catastrophique. Suite à un premier achat les Rakuten point ont mis plus de 6 semaines à arriver (sans aucune notification via application ou mail) et expirent au bout de 30 jours toujours sans aucune information préalable. Je m'en suis rendu compte le jour même de l'expiration et j'ai immédiatement contacté le service client qui n'a rien voulu faire pour ce premier (dernier) achat chez eux. Passez votre chemin tout est fait pour vous entuber avec ces Rakuten points fantaisiste et cachés qui expirent beaucoup plus vite que pour etre crédités,Neutral,Customer Service,2024-06,0
Nickel ,5,2024-06-26,"J'adore ce site. J'y chercher et j'y trouve toujours ce que je veux, à des prix vraiment intéressant.
Je n'ai jamais été déçu de mes achats.",Positive,Marketplace,2024-06,1
Livraison rapide,5,2024-06-18,Livraison rapide ,Positive,Shipping,2024-06,1
Parfait,5,2024-06-25,"Parfait, aucun problème ",Positive,Customer Service,2024-06,1
Bonne première expérience ,5,2024-06-25,Article difficile à trouver ! Présent sur Rakuten. Commande et livraison OK.  Bonne première expérience sur ce site,Positive,Customer Service,2024-06,1
Excellent comme toujours,5,2024-06-18,Excellent comme toujours,Positive,Uncategorized,2024-06,1
Correspond à mes attentes ,5,2024-06-18,"Correspond à mes attentes 
Délais rapides",Positive,Shipping,2024-06,1
Très bonne vente,5,2024-06-26,Très bonne vente ,Positive,Marketplace,2024-06,1
j'ai acheté un réfrigérateur faure et…,5,2024-06-22,j'ai acheté un réfrigérateur faure et ce fut une super expérience avec un vendeur très professionnel !!,Positive,Uncategorized,2024-06,1
Oubliez rakuten!,1,2023-10-23,"Je me décide à émettre l'avis négatif sur ce site qui est en fait incapable de résoudre un simple problème de livraison délictueux (remise du colis sous un faux prétendument signé -merci l'agence tout risque fedex de Marignane...) sans compter le vendeur ( SPAZIOSTOCK),lui même incapable de chercher l'erreur.. fuyez!! J'ai dû faire moi même l'enquête pour parvenir à me faire rembourser 1 mois après un processeur de plus de 400 euros...Amazon est bien plus serviable que en le sera jamais cette plateforme de vente, oubliez rakuten!",Neutral,Customer Service,2023-10,0
Très bonne expérience et vendeur super.,5,2024-06-26,"Très bonne expérience et vendeur super.
",Positive,Uncategorized,2024-06,1
Très bien merci,5,2024-06-26,Très bien merci ,Positive,Uncategorized,2024-06,1
Rakuten arnaque et vole ces vendeurs,1,2024-06-27,"Bonjour en tant que vendeur pendant 6 mois chez Rakuten j'ai vendu pour 300 € de marchandise j'ai du refusé 2 ventes car vendu sur un autre site la même journée, il mon facturé pour 180€ de commission d'annulation .Un prix exorbitant pour des ventes autour de 35€ en moyenne .Expérience atroce chez eux car pas de réponse a mes questions de leur par sur ces tarifs de commission .A banir a tout jamais",Neutral,Marketplace,2024-06,0
Comme sur des roulettes,5,2024-06-26,Tout s'est bien passé.,Positive,Uncategorized,2024-06,1
Très satisfait ,5,2024-06-26,"Très compliqué de donner un avis mais tout c’est déroulé sublimement , très très satisfait ",Positive,Uncategorized,2024-06,1
Livre reçu en temps et heure annoncés.,5,2024-06-26,"Livre reçu en temps et heure annoncés.
Livre correspondant à l'annonce. Réception du colis très près de chez moi.",Positive,Shipping,2024-06,1
Parfait merci,5,2024-06-18,Parfait merci ,Positive,Uncategorized,2024-06,1
Ok++,5,2024-06-26,ok +++ parfait,Positive,Uncategorized,2024-06,1
Conforme à la description,4,2024-06-18,"Conforme à la description
Convient pour un semi professionnel",Positive,Uncategorized,2024-06,1
Je recommande ,5,2024-06-26,Bon choix de produits à des tarifs raisonnable et avec une livraison rapide. Les Vendeurs semblent sérieux. ,Positive,Shipping,2024-06,1
J’ai passé une commande d’AirPods début…,1,2024-06-06,"J’ai passé une commande d’AirPods début juin sur le site de Rakuten. Je n’ai jamais été livré. Après avoir émis deux réclamations sur le site de Rakuten ces derniers m’indiquent qu’étant donné que le délai de 14 jours suivant la livraison est passé ils ne traiteront pas mes réclamations. C’est inacceptable, je n’ai jamais été livré! Je vais déposer une plainte auprès de la DGCCRF, la pratique me semble bien huilée pour Rakuten. Attention, ne commandez pas sur leur site.",Neutral,Customer Service,2024-06,0
Nous avons acheté un téléphone S21…,1,2024-06-27,"Nous avons acheté un téléphone S21 ultra sur Rakuten chez un pro. L'écran a cessé de fonctionner à la suite d'une mise à jour après 2 mois d'utilisation. La mise à jour ne fonctionnerait pas avec les écrans ayant été remplacé. Le vendeur ne répond pas, il n'est même pas possible de laisser un avis après 2 mois. Rakuten demande à contacter le vendeur et n'intervient pas ...",Neutral,Electronics,2024-06,0
Je n'ai rien à signaler ou raconter car…,5,2024-06-18,Je n'ai rien à signaler ou raconter car tout s'est bien passé.,Positive,Uncategorized,2024-06,1
colis reçu en temps voulu,5,2024-06-18,colis reçu en temps voulu,Positive,Shipping,2024-06,1
Procédures de vente et d'achat plutôt…,4,2024-06-18,Procédures de vente et d'achat plutôt faciles,Positive,Marketplace,2024-06,1
rapidité fiabilité ,5,2024-06-26,rapidité et paypal possible !! fiabilité ,Positive,Uncategorized,2024-06,1
Tres facile pour commander chez…,5,2024-06-26,"Tres facile pour commander chez differents vendeurs , ainsi que pour le paiement .",Positive,Customer Service,2024-06,1
Béquille!,5,2024-06-17,"Rakuten sécurise les achats, intermédiaire avec les vendeurs. Réactif à nos requêtes. C'est parfait!",Positive,Uncategorized,2024-06,1
Site sécurisé avec un service client…,5,2024-06-26,Site sécurisé avec un service client joignable si besoin est.,Positive,Customer Service,2024-06,1
rapidité efficacité,5,2024-06-17,rapidité efficacité,Positive,Uncategorized,2024-06,1
service rendu,5,2024-06-18,service rendu,Positive,Customer Service,2024-06,1
matériel conforme et livré en 7 jours .,5,2024-06-26,"matériel conforme et livré en 7 jours .
Prix le plus performant du marché",Positive,Shipping,2024-06,1
RAPIDE et SERIEUX MERCI,5,2024-06-26,RAPIDE et SERIEUX MERCI,Positive,Uncategorized,2024-06,1
Les livraisons étaient conformes …,5,2024-06-18,"Les livraisons étaient conformes à mes commandes

",Positive,Customer Service,2024-06,1
Vendeur très sérieux..,5,2024-06-26,"Vendeur très sérieux, rapide, notice claire et complète.
Super !",Positive,Uncategorized,2024-06,1
Simplicité,5,2024-06-18,Simplicité,Positive,Uncategorized,2024-06,1
Rapidité et conformité de la commande.,5,2024-06-18,"Rapidité et conformité de la commande.
Je recommande.",Positive,Customer Service,2024-06,1
Le commandes ne sont pas toutes…,4,2024-06-26,Le commandes ne sont pas toutes arrivées et en plus de 72 heures.,Positive,Customer Service,2024-06,1
R.A.S donc très satisfait et rien de…,5,2024-06-26,R.A.S donc très satisfait et rien de plus à  signaler,Positive,Uncategorized,2024-06,1
Achat rack 3.5'' disque dur Lenovo,4,2024-06-18,"Achat rack 3.5'' disque dur Lenovo. Matériel en parfait état. Opération correcte dans l'ensemble. Délai un peu long pour la livraison. Lettre recyclable, c'est parfait.
Sincères Salutations
J.Tanski",Positive,Shipping,2024-06,1
Parfait ,5,2024-06-26,"Facilitées de passer la commande, du contact avec le vendeur, de régler.
Livraison soignée et rapide en 2 jours ! ",Positive,Customer Service,2024-06,1
Envoi soigné mais tardif.,4,2024-06-26,Envoi soigné mais tardif.,Positive,Shipping,2024-06,1
Expédition rapide sérieux,5,2024-06-25,Expédition rapide sérieux ,Positive,Shipping,2024-06,1
Transaction facile et rapide,5,2024-06-18,"Transaction facile et rapide, les vendeurs sont fiables et sérieux, les modes de paiements sont avantageux",Positive,Uncategorized,2024-06,1
Stock pas toujours actualisé,5,2024-06-26,"Après avoir commandé une TV en très bon état quo d'est avéré non disponible par le vendeur 3 jours après. J'ai commandé une TV neuve que j'ai bien reçue.
",Positive,Electronics,2024-06,1
Premier achat,5,2024-06-26,"Premier achat, prix attractif, très bon rapport qualité/prix, livraison rapide.",Positive,Shipping,2024-06,1
Produits conformes à l’annonce,5,2024-06-26,Produits conformes à l’annonce.  Envoi rapide ,Positive,Shipping,2024-06,1
Livraison rapide et bon communication!,5,2024-06-26,Livraison rapide et bon communication!,Positive,Shipping,2024-06,1
Tout s'est bien passé sur rakuten et…,5,2024-06-18,Tout s'est bien passé sur rakuten et ils ont toute ma confiance je recommande vivement rakuten 👍👍,Positive,Customer Service,2024-06,1
